event_id,session_id,event_type
280,3709,homepage_view
281,2504,homepage_view
282,1487,homepage_view
283,132,product_view
284,930,homepage_view
285,3013,add_to_cart
286,929,homepage_view
287,2169,purchase
288,1221,homepage_view
289,3878,homepage_view
290,1506,homepage_view
291,634,checkout
292,3866,product_view
293,2945,checkout
294,2820,checkout
295,1063,purchase
296,2614,add_to_cart
297,2560,homepage_view
298,3546,checkout
299,1185,purchase
300,289,purchase
301,2248,homepage_view
302,1812,add_to_cart
303,528,homepage_view
304,917,homepage_view
305,1709,add_to_cart
306,3575,purchase
307,3320,add_to_cart
308,1407,checkout
309,1242,homepage_view
310,1111,homepage_view
311,3154,add_to_cart
312,3134,product_view
313,799,checkout
314,1524,product_view
315,3114,product_view
316,12,product_view
317,833,homepage_view
318,3818,purchase
319,2889,product_view
320,2691,product_view
321,3187,checkout
322,1242,product_view
323,1673,checkout
324,2154,homepage_view
325,691,homepage_view
326,528,purchase
327,1496,checkout
328,3826,product_view
329,2894,add_to_cart
330,893,purchase
331,387,homepage_view
332,1250,homepage_view
333,2529,product_view
334,1778,homepage_view
335,408,homepage_view
336,3529,checkout
337,1677,homepage_view
338,898,checkout
339,711,product_view
340,3696,product_view
341,2687,add_to_cart
342,3093,product_view
343,1683,homepage_view
344,3673,homepage_view
345,2863,add_to_cart
346,918,homepage_view
347,2251,homepage_view
348,417,purchase
349,416,purchase
350,1472,product_view
351,1536,homepage_view
352,85,add_to_cart
353,167,checkout
354,2432,homepage_view
355,2516,homepage_view
356,1096,checkout
357,810,purchase
358,3045,checkout
359,1545,homepage_view
360,1817,product_view
361,2521,add_to_cart
362,993,homepage_view
363,1282,homepage_view
364,275,homepage_view
365,1774,product_view
366,3092,product_view
367,3562,checkout
368,3817,add_to_cart
369,2538,purchase
370,1757,checkout
371,2374,homepage_view
372,2577,product_view
373,892,product_view
374,89,homepage_view
375,2534,purchase
376,708,homepage_view
377,2398,product_view
378,3156,product_view
379,387,product_view
380,2135,add_to_cart
381,2355,product_view
382,1874,homepage_view
383,1178,homepage_view
384,440,purchase
385,2788,homepage_view
386,2312,homepage_view
387,977,product_view
388,735,homepage_view
389,2469,product_view
390,2541,add_to_cart
391,633,checkout
392,993,add_to_cart
393,2459,homepage_view
394,173,product_view
395,4,homepage_view
396,2902,homepage_view
397,1664,product_view
398,3034,homepage_view
399,2016,add_to_cart
400,1496,add_to_cart
401,3182,checkout
402,3939,checkout
403,1061,homepage_view
404,2631,product_view
405,3873,homepage_view
406,1055,product_view
407,381,homepage_view
408,1292,homepage_view
409,3083,product_view
410,2392,add_to_cart
411,3912,add_to_cart
412,3616,product_view
413,1593,product_view
414,166,product_view
415,2748,add_to_cart
416,2390,homepage_view
417,3554,add_to_cart
418,1043,add_to_cart
419,1652,homepage_view
420,3028,homepage_view
421,1208,homepage_view
422,3854,product_view
423,545,add_to_cart
424,3082,product_view
425,3664,product_view
426,2240,purchase
427,2368,homepage_view
428,3774,homepage_view
429,2628,product_view
430,2523,add_to_cart
431,3932,add_to_cart
432,2685,product_view
433,2475,purchase
434,3920,add_to_cart
435,3131,homepage_view
436,3508,add_to_cart
437,97,homepage_view
438,2544,add_to_cart
439,3859,homepage_view
440,2709,add_to_cart
441,1302,product_view
442,3337,checkout
443,2057,product_view
444,457,add_to_cart
445,1819,homepage_view
446,273,purchase
447,2988,checkout
448,3885,homepage_view
449,1032,purchase
450,208,product_view
451,1938,add_to_cart
452,1661,add_to_cart
453,1147,homepage_view
454,1057,purchase
455,1537,product_view
456,204,homepage_view
457,2566,checkout
458,1833,add_to_cart
459,2565,homepage_view
460,443,homepage_view
461,3664,add_to_cart
462,3858,homepage_view
463,689,purchase
464,2898,add_to_cart
465,833,product_view
466,2387,product_view
467,1462,product_view
468,3517,product_view
469,1160,checkout
470,387,purchase
471,2042,add_to_cart
472,3097,product_view
473,2554,homepage_view
474,1349,add_to_cart
475,1719,add_to_cart
476,680,add_to_cart
477,3410,homepage_view
478,690,checkout
479,2933,product_view
480,3167,add_to_cart
481,1569,add_to_cart
482,2671,add_to_cart
483,1170,product_view
484,893,add_to_cart
485,953,homepage_view
486,1255,checkout
487,784,homepage_view
488,2047,product_view
489,1872,homepage_view
490,495,checkout
491,3110,product_view
492,3497,add_to_cart
493,3719,add_to_cart
494,3918,checkout
495,747,homepage_view
496,2485,add_to_cart
497,1855,product_view
498,3440,homepage_view
499,2393,homepage_view
500,3232,homepage_view
501,2598,homepage_view
502,3734,product_view
503,3984,homepage_view
504,2868,product_view
505,2589,homepage_view
506,2192,homepage_view
507,2636,purchase
508,657,product_view
509,3813,homepage_view
510,3648,add_to_cart
511,1883,homepage_view
512,2393,homepage_view
513,3341,homepage_view
514,3912,purchase
515,2744,add_to_cart
516,1797,checkout
517,268,purchase
518,2217,purchase
519,3843,add_to_cart
520,1763,add_to_cart
521,2081,product_view
522,377,homepage_view
523,3286,product_view
524,1586,product_view
525,1464,purchase
526,3564,product_view
527,2441,add_to_cart
528,489,product_view
529,722,homepage_view
530,946,add_to_cart
531,3101,product_view
532,2087,product_view
533,3931,product_view
534,1636,homepage_view
535,3245,product_view
536,1041,add_to_cart
537,3128,product_view
538,2274,product_view
539,3630,homepage_view
540,2115,homepage_view
541,3269,product_view
542,1678,product_view
543,2883,add_to_cart
544,3095,checkout
545,999,homepage_view
546,3678,homepage_view
547,1778,product_view
548,2285,product_view
549,957,product_view
550,2967,checkout
551,3995,checkout
552,1590,homepage_view
553,1162,purchase
554,2521,homepage_view
555,1869,add_to_cart
556,3856,add_to_cart
557,553,add_to_cart
558,1634,homepage_view
559,695,product_view
560,3712,product_view
561,3301,homepage_view
562,317,homepage_view
563,2646,product_view
564,768,product_view
565,3793,add_to_cart
566,3799,homepage_view
567,2934,checkout
568,3684,homepage_view
569,2609,checkout
570,3273,product_view
571,1972,product_view
572,2306,checkout
573,1504,homepage_view
574,3960,homepage_view
575,3250,product_view
576,2805,homepage_view
577,123,product_view
578,2390,homepage_view
579,3243,checkout
580,1869,add_to_cart
581,1672,homepage_view
582,1083,checkout
583,1729,product_view
584,3537,product_view
585,3852,product_view
586,2308,add_to_cart
587,3445,product_view
588,1997,add_to_cart
589,2143,homepage_view
590,1149,purchase
591,2089,add_to_cart
592,1915,homepage_view
593,254,add_to_cart
594,7,product_view
595,3543,homepage_view
596,2776,homepage_view
597,3583,homepage_view
598,3653,checkout
599,2117,product_view
600,3153,product_view
601,542,homepage_view
602,3657,product_view
603,3334,product_view
604,89,add_to_cart
605,1939,purchase
606,3280,product_view
607,213,product_view
608,2882,product_view
609,266,checkout
610,2960,homepage_view
611,2341,product_view
612,1231,add_to_cart
613,2381,homepage_view
614,3149,homepage_view
615,3360,add_to_cart
616,1005,homepage_view
617,2095,product_view
618,622,product_view
619,3272,product_view
620,427,homepage_view
621,210,purchase
622,888,homepage_view
623,1444,add_to_cart
624,154,homepage_view
625,3594,product_view
626,415,homepage_view
627,3425,homepage_view
628,1181,homepage_view
629,1285,product_view
630,3149,product_view
631,769,homepage_view
632,983,purchase
633,1512,homepage_view
634,3203,product_view
635,579,homepage_view
636,3527,product_view
637,2788,add_to_cart
638,2211,product_view
639,1039,homepage_view
640,3304,homepage_view
641,2243,add_to_cart
642,3933,homepage_view
643,542,product_view
644,359,homepage_view
645,850,homepage_view
646,3403,homepage_view
647,427,checkout
648,2545,add_to_cart
649,2876,product_view
650,486,homepage_view
651,1832,product_view
652,1473,product_view
653,1437,add_to_cart
654,330,homepage_view
655,1756,purchase
656,2937,product_view
657,3039,purchase
658,1171,homepage_view
659,259,homepage_view
660,2340,homepage_view
661,3883,checkout
662,143,product_view
663,2017,checkout
664,2795,checkout
665,627,add_to_cart
666,1389,add_to_cart
667,90,add_to_cart
668,720,add_to_cart
669,3236,product_view
670,481,add_to_cart
671,2132,checkout
672,1101,product_view
673,673,purchase
674,517,homepage_view
675,2533,product_view
676,1614,homepage_view
677,3675,homepage_view
678,3671,checkout
679,782,purchase
680,2152,checkout
681,3524,purchase
682,3559,homepage_view
683,2036,homepage_view
684,2387,product_view
685,687,checkout
686,1590,homepage_view
687,900,purchase
688,1502,add_to_cart
689,3795,purchase
690,2655,product_view
691,223,product_view
692,3081,add_to_cart
693,1077,checkout
694,1101,homepage_view
695,1742,purchase
696,503,checkout
697,1340,homepage_view
698,3886,homepage_view
699,2870,product_view
700,3914,product_view
701,624,add_to_cart
702,1887,homepage_view
703,2213,add_to_cart
704,3351,add_to_cart
705,1051,homepage_view
706,1094,product_view
707,3290,homepage_view
708,1986,homepage_view
709,1389,product_view
710,3773,purchase
711,3917,homepage_view
712,1330,product_view
713,1148,homepage_view
714,19,homepage_view
715,1281,product_view
716,3368,add_to_cart
717,4000,homepage_view
718,1046,purchase
719,3952,homepage_view
720,989,checkout
721,2498,checkout
722,2600,product_view
723,1574,homepage_view
724,1072,product_view
725,2743,add_to_cart
726,2635,checkout
727,2769,product_view
728,1207,product_view
729,1459,checkout
730,2155,purchase
731,1212,add_to_cart
732,776,checkout
733,3158,add_to_cart
734,1860,add_to_cart
735,1867,add_to_cart
736,3528,add_to_cart
737,1161,product_view
738,1882,product_view
739,2946,add_to_cart
740,2384,product_view
741,2655,product_view
742,2886,checkout
743,1781,add_to_cart
744,3541,homepage_view
745,602,checkout
746,1595,checkout
747,2451,product_view
748,540,homepage_view
749,1096,purchase
750,1806,checkout
751,24,homepage_view
752,624,homepage_view
753,1836,product_view
754,3557,add_to_cart
755,1080,homepage_view
756,986,product_view
757,223,product_view
758,3704,checkout
759,179,product_view
760,2848,product_view
761,2482,purchase
762,1961,homepage_view
763,1474,homepage_view
764,793,checkout
765,884,homepage_view
766,2540,checkout
767,1213,homepage_view
768,1602,homepage_view
769,810,purchase
770,961,product_view
771,420,add_to_cart
772,3321,homepage_view
773,3660,homepage_view
774,2697,checkout
775,1188,product_view
776,3817,product_view
777,1279,homepage_view
778,2524,product_view
779,3878,checkout
780,1441,checkout
781,2218,add_to_cart
782,1341,add_to_cart
783,2222,product_view
784,2518,product_view
785,2393,add_to_cart
786,2493,homepage_view
787,1042,homepage_view
788,1094,purchase
789,1362,homepage_view
790,2676,homepage_view
791,592,product_view
792,527,add_to_cart
793,3760,product_view
794,2504,product_view
795,1293,purchase
796,1655,add_to_cart
797,811,checkout
798,188,homepage_view
799,3069,homepage_view
800,1593,product_view
801,2759,homepage_view
802,529,homepage_view
803,434,homepage_view
804,2336,product_view
805,1942,add_to_cart
806,3639,checkout
807,2547,homepage_view
808,3513,product_view
809,1805,homepage_view
810,303,product_view
811,87,product_view
812,2878,product_view
813,438,checkout
814,2589,checkout
815,1046,add_to_cart
816,833,checkout
817,797,add_to_cart
818,560,checkout
819,3589,product_view
820,762,product_view
821,1699,add_to_cart
822,3575,homepage_view
823,3786,add_to_cart
824,2515,purchase
825,1125,add_to_cart
826,3655,homepage_view
827,2723,product_view
828,685,checkout
829,1165,purchase
830,138,product_view
831,578,checkout
832,710,checkout
833,3912,homepage_view
834,228,checkout
835,2329,product_view
836,2732,add_to_cart
837,828,product_view
838,431,add_to_cart
839,1064,add_to_cart
840,3591,product_view
841,1710,checkout
842,1687,checkout
843,1235,checkout
844,302,product_view
845,1110,homepage_view
846,1421,product_view
847,3325,checkout
848,533,homepage_view
849,769,purchase
850,3963,checkout
851,1939,add_to_cart
852,1405,add_to_cart
853,444,add_to_cart
854,3105,add_to_cart
855,260,product_view
856,3306,checkout
857,1539,add_to_cart
858,3931,checkout
859,1332,checkout
860,2787,homepage_view
861,2844,homepage_view
862,70,checkout
863,1478,homepage_view
864,1463,add_to_cart
865,1849,product_view
866,3436,homepage_view
867,3031,homepage_view
868,3838,checkout
869,481,add_to_cart
870,1168,product_view
871,2072,purchase
872,3013,homepage_view
873,3497,homepage_view
874,2794,add_to_cart
875,2893,checkout
876,1199,product_view
877,3916,purchase
878,2373,purchase
879,1893,homepage_view
880,1695,homepage_view
881,1884,checkout
882,1372,product_view
883,798,homepage_view
884,18,checkout
885,44,product_view
886,155,product_view
887,867,homepage_view
888,2970,add_to_cart
889,3449,product_view
890,743,homepage_view
891,3955,product_view
892,1852,add_to_cart
893,1426,purchase
894,225,purchase
895,217,homepage_view
896,3640,add_to_cart
897,31,checkout
898,1893,checkout
899,1083,product_view
900,1916,homepage_view
901,898,checkout
902,3425,homepage_view
903,2983,homepage_view
904,445,add_to_cart
905,1259,purchase
906,1131,homepage_view
907,1215,add_to_cart
908,2016,product_view
909,2578,checkout
910,1937,add_to_cart
911,738,homepage_view
912,1703,homepage_view
913,3655,product_view
914,874,homepage_view
915,566,homepage_view
916,3317,add_to_cart
917,2019,product_view
918,1886,add_to_cart
919,2124,homepage_view
920,547,add_to_cart
921,2315,product_view
922,317,homepage_view
923,3884,product_view
924,3193,homepage_view
925,1860,checkout
926,25,add_to_cart
927,3504,product_view
928,160,homepage_view
929,2644,homepage_view
930,1138,product_view
931,3807,add_to_cart
932,900,homepage_view
933,2550,homepage_view
934,1190,product_view
935,3061,product_view
936,703,homepage_view
937,3247,product_view
938,1,product_view
939,1923,product_view
940,2789,product_view
941,3158,add_to_cart
942,3646,homepage_view
943,2368,homepage_view
944,1425,product_view
945,382,product_view
946,1742,product_view
947,3689,checkout
948,3390,checkout
949,1827,homepage_view
950,1274,checkout
951,1549,product_view
952,3747,homepage_view
953,1579,purchase
954,898,checkout
955,3695,purchase
956,717,homepage_view
957,3968,homepage_view
958,3328,product_view
959,2355,add_to_cart
960,3216,homepage_view
961,3730,checkout
962,391,product_view
963,3885,product_view
964,1700,add_to_cart
965,3241,add_to_cart
966,3038,homepage_view
967,2346,purchase
968,233,product_view
969,1927,homepage_view
970,2319,checkout
971,3132,purchase
972,1320,checkout
973,3539,checkout
974,3307,add_to_cart
975,2725,purchase
976,706,homepage_view
977,234,checkout
978,1392,add_to_cart
979,3767,homepage_view
980,2893,product_view
981,1256,product_view
982,1897,add_to_cart
983,2539,homepage_view
984,3691,checkout
985,2551,homepage_view
986,890,product_view
987,3807,checkout
988,592,product_view
989,746,product_view
990,3453,homepage_view
991,1720,add_to_cart
992,428,purchase
993,2745,purchase
994,2694,add_to_cart
995,732,homepage_view
996,800,homepage_view
997,2412,homepage_view
998,202,product_view
999,2930,homepage_view
1000,2194,homepage_view
1001,836,add_to_cart
1002,2687,product_view
1003,3529,add_to_cart
1004,135,purchase
1005,2674,add_to_cart
1006,1288,add_to_cart
1007,2112,add_to_cart
1008,2539,product_view
1009,3719,homepage_view
1010,41,homepage_view
1011,3368,homepage_view
1012,3075,add_to_cart
1013,913,purchase
1014,1730,purchase
1015,975,homepage_view
1016,1134,purchase
1017,3293,product_view
1018,3442,checkout
1019,2416,homepage_view
1020,1460,homepage_view
1021,2966,product_view
1022,3076,checkout
1023,2041,homepage_view
1024,244,homepage_view
1025,2950,purchase
1026,166,purchase
1027,1050,homepage_view
1028,3467,add_to_cart
1029,1498,product_view
1030,3089,product_view
1031,728,product_view
1032,1116,product_view
1033,483,product_view
1034,2591,add_to_cart
1035,3277,product_view
1036,3574,add_to_cart
1037,2979,add_to_cart
1038,2448,product_view
1039,1231,homepage_view
1040,2667,add_to_cart
1041,3218,checkout
1042,2927,add_to_cart
1043,2149,add_to_cart
1044,880,homepage_view
1045,830,add_to_cart
1046,3952,product_view
1047,3313,purchase
1048,2025,add_to_cart
1049,3995,homepage_view
1050,759,product_view
1051,163,checkout
1052,3956,product_view
1053,1197,product_view
1054,2550,add_to_cart
1055,2595,add_to_cart
1056,1308,homepage_view
1057,3431,product_view
1058,2429,purchase
1059,2918,purchase
1060,2953,add_to_cart
1061,1996,purchase
1062,1935,product_view
1063,1557,product_view
1064,3892,product_view
1065,3235,homepage_view
1066,3050,product_view
1067,2657,product_view
1068,307,checkout
1069,1363,add_to_cart
1070,2103,add_to_cart
1071,3031,product_view
1072,333,homepage_view
1073,2175,product_view
1074,2753,add_to_cart
1075,243,homepage_view
1076,1885,product_view
1077,2648,product_view
1078,3920,checkout
1079,1433,checkout
1080,2551,add_to_cart
1081,3799,product_view
1082,2652,product_view
1083,303,homepage_view
1084,3536,homepage_view
1085,235,homepage_view
1086,3768,homepage_view
1087,3110,homepage_view
1088,2187,homepage_view
1089,195,homepage_view
1090,1551,add_to_cart
1091,1793,purchase
1092,647,checkout
1093,2049,homepage_view
1094,561,product_view
1095,1120,checkout
1096,713,homepage_view
1097,413,checkout
1098,538,add_to_cart
1099,1879,purchase
1100,2477,checkout
1101,235,add_to_cart
1102,2397,add_to_cart
1103,1780,homepage_view
1104,1894,homepage_view
1105,1505,product_view
1106,1863,homepage_view
1107,2444,homepage_view
1108,1375,product_view
1109,416,checkout
1110,1910,homepage_view
1111,916,homepage_view
1112,3959,product_view
1113,3123,product_view
1114,81,homepage_view
1115,2084,purchase
1116,1091,product_view
1117,2689,product_view
1118,2930,homepage_view
1119,1691,product_view
1120,757,checkout
1121,2671,homepage_view
1122,3752,product_view
1123,3553,homepage_view
1124,468,purchase
1125,1166,homepage_view
1126,2404,checkout
1127,2757,product_view
1128,1495,add_to_cart
1129,1645,add_to_cart
1130,1020,homepage_view
1131,3960,product_view
1132,1615,product_view
1133,902,homepage_view
1134,673,checkout
1135,439,homepage_view
1136,2579,add_to_cart
1137,127,product_view
1138,2253,homepage_view
1139,2077,add_to_cart
1140,445,product_view
1141,966,product_view
1142,3791,product_view
1143,464,homepage_view
1144,3352,checkout
1145,2199,product_view
1146,2288,homepage_view
1147,2314,add_to_cart
1148,3766,homepage_view
1149,3177,homepage_view
1150,3505,product_view
1151,913,checkout
1152,497,purchase
1153,1464,add_to_cart
1154,1772,product_view
1155,2733,add_to_cart
1156,158,product_view
1157,172,homepage_view
1158,494,purchase
1159,970,homepage_view
1160,1335,product_view
1161,1427,checkout
1162,1693,add_to_cart
1163,1794,homepage_view
1164,2724,homepage_view
1165,659,product_view
1166,2951,product_view
1167,666,product_view
1168,3535,product_view
1169,367,purchase
1170,550,homepage_view
1171,643,product_view
1172,1894,product_view
1173,255,homepage_view
1174,208,homepage_view
1175,2498,purchase
1176,95,checkout
1177,1884,homepage_view
1178,2887,checkout
1179,478,homepage_view
1180,2731,add_to_cart
1181,762,homepage_view
1182,190,checkout
1183,2759,homepage_view
1184,1508,product_view
1185,1757,checkout
1186,1560,homepage_view
1187,756,product_view
1188,1447,homepage_view
1189,836,add_to_cart
1190,1664,product_view
1191,1629,product_view
1192,1836,purchase
1193,133,product_view
1194,55,homepage_view
1195,510,add_to_cart
1196,670,checkout
1197,3613,purchase
1198,2458,homepage_view
1199,3283,product_view
1200,1690,checkout
1201,1317,checkout
1202,3035,add_to_cart
1203,734,homepage_view
1204,3187,homepage_view
1205,1694,homepage_view
1206,259,purchase
1207,3835,homepage_view
1208,1146,product_view
1209,299,add_to_cart
1210,3847,product_view
1211,3453,product_view
1212,561,add_to_cart
1213,1913,product_view
1214,1865,homepage_view
1215,3573,product_view
1216,297,checkout
1217,2410,purchase
1218,2637,add_to_cart
1219,3535,checkout
1220,1462,product_view
1221,2175,add_to_cart
1222,197,purchase
1223,2269,product_view
1224,995,homepage_view
1225,2139,purchase
1226,2459,checkout
1227,8,product_view
1228,2592,purchase
1229,2516,product_view
1230,320,product_view
1231,1418,add_to_cart
1232,2317,homepage_view
1233,3263,add_to_cart
1234,3933,homepage_view
1235,1699,homepage_view
1236,2109,product_view
1237,1462,product_view
1238,1288,homepage_view
1239,2845,purchase
1240,1119,product_view
1241,553,homepage_view
1242,2974,product_view
1243,3542,checkout
1244,661,product_view
1245,716,homepage_view
1246,2827,homepage_view
1247,3586,product_view
1248,3762,product_view
1249,2242,add_to_cart
1250,2530,purchase
1251,3971,homepage_view
1252,3408,checkout
1253,1459,purchase
1254,3268,purchase
1255,855,purchase
1256,3321,checkout
1257,2546,add_to_cart
1258,2260,product_view
1259,665,product_view
1260,2718,checkout
1261,3538,product_view
1262,1898,homepage_view
1263,1675,homepage_view
1264,2269,checkout
1265,273,checkout
1266,1178,product_view
1267,1273,homepage_view
1268,279,add_to_cart
1269,3512,homepage_view
1270,816,product_view
1271,276,product_view
1272,1005,purchase
1273,2562,product_view
1274,3160,product_view
1275,3871,add_to_cart
1276,923,product_view
1277,642,homepage_view
1278,505,product_view
1279,2638,purchase
1280,772,product_view
1281,1265,add_to_cart
1282,3725,purchase
1283,2788,checkout
1284,2723,add_to_cart
1285,1260,add_to_cart
1286,1014,purchase
1287,128,purchase
1288,2551,purchase
1289,1224,add_to_cart
1290,2950,product_view
1291,2591,homepage_view
1292,1526,product_view
1293,1674,purchase
1294,492,checkout
1295,3093,product_view
1296,1258,product_view
1297,2762,product_view
1298,2839,product_view
1299,1667,add_to_cart
1300,416,product_view
1301,2196,homepage_view
1302,970,product_view
1303,2077,homepage_view
1304,1385,purchase
1305,308,product_view
1306,3955,purchase
1307,2210,homepage_view
1308,2917,homepage_view
1309,2900,add_to_cart
1310,61,checkout
1311,2173,product_view
1312,1480,homepage_view
1313,3143,homepage_view
1314,2886,add_to_cart
1315,1931,homepage_view
1316,3948,product_view
1317,2514,add_to_cart
1318,2291,homepage_view
1319,1514,homepage_view
1320,3833,homepage_view
1321,3293,purchase
1322,473,product_view
1323,959,purchase
1324,533,homepage_view
1325,494,add_to_cart
1326,2947,homepage_view
1327,82,product_view
1328,2904,checkout
1329,879,checkout
1330,1546,checkout
1331,2971,checkout
1332,12,homepage_view
1333,1287,product_view
1334,3729,product_view
1335,449,checkout
1336,3264,homepage_view
1337,762,purchase
1338,3186,product_view
1339,26,add_to_cart
1340,1807,homepage_view
1341,3571,product_view
1342,2556,add_to_cart
1343,1569,product_view
1344,62,purchase
1345,229,add_to_cart
1346,1839,product_view
1347,607,checkout
1348,1059,add_to_cart
1349,1729,add_to_cart
1350,1480,homepage_view
1351,3660,product_view
1352,2939,add_to_cart
1353,1526,checkout
1354,761,product_view
1355,595,homepage_view
1356,3097,add_to_cart
1357,1593,homepage_view
1358,1056,add_to_cart
1359,1855,add_to_cart
1360,3084,product_view
1361,3391,checkout
1362,3917,product_view
1363,3676,add_to_cart
1364,2049,homepage_view
1365,1459,product_view
1366,1862,checkout
1367,1160,homepage_view
1368,1220,product_view
1369,133,product_view
1370,86,homepage_view
1371,1500,homepage_view
1372,1831,homepage_view
1373,3863,purchase
1374,3396,add_to_cart
1375,1204,product_view
